id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33962568,Club Marqués de Acapulco,240817984,Eduardo,,Miguel Hidalgo,19.4591,-99.18858,Private room,,8,0,,,1,0,0,
33964213,Espacio cercano a Cenart y Clínica de Colposcopía,230577429,Rita,,Iztapalapa,19.36904,-99.12829,Entire home/apt,400,6,14,2023-10-27,0.20,2,148,0,
33965379,Habitación luminosa con baño privado muy centrico,135939267,Margarita R,,Cuauhtémoc,19.43451,-99.16815,Private room,,1,2,2019-05-08,0.03,2,0,0,
33971178,Romita apartment is waiting for you !,72945136,Mónica M,,Cuauhtémoc,19.42431,-99.15426,Entire home/apt,1866,2,196,2024-11-25,2.88,1,353,32,
33973463,Ven y pasa un buen fin de Semana en la CDMX,256537583,Victor,,Cuauhtémoc,19.45246,-99.14405,Private room,,2,0,,,1,0,0,
33973545,Recamara king size con baño privado en Coyoacán,62178689,Rocio,,Coyoacán,19.30823,-99.11513,Private room,661,2,75,2024-12-10,1.08,11,365,18,
33994770,Acogedor departamento en centro de Ciudad de Mex.,526968925,Isabel,,Cuauhtémoc,19.457277997189724,-99.14006012364172,Entire home/apt,1150,2,30,2024-12-07,2.22,1,77,25,
33997099,Habitación Tlatelolco por Reforma Garibaldi Centro,256696953,Nancy,,Cuauhtémoc,19.45019,-99.1334,Private room,,1,7,2024-06-28,0.11,4,0,3,
33997632,Bright & Spacious 3BR Apartment in Condesa,3333511,Franco,,Cuauhtémoc,19.41815,-99.17734,Entire home/apt,2829,1,331,2024-12-01,4.78,4,46,49,
34017258,Polar Home,256845820,Griff,,Azcapotzalco,19.47942,-99.20751,Private room,350,1,12,2024-09-10,0.19,3,4,2,
34023420,"Acogedor departamento lleno de luz, super ubicado¡",256902074,Arte En Muros,,Benito Juárez,19.35917,-99.1398,Private room,576,1,91,2024-12-22,1.52,1,80,17,
34037769,H1 Habitación privada Aeropuerto CDMX  Terminal 1,86719656,Israel,,Venustiano Carranza,19.43888,-99.07972,Private room,480,1,800,2024-12-12,11.58,7,155,153,
34040428,Departamentos Equipados con Alberca Climatizada!!,212104868,Marco,,Xochimilco,19.20749,-99.12102,Entire home/apt,990,1,6,2021-05-24,0.09,19,365,0,
34041761,Explore Mexico City From a Stunning Condesa Home,46248409,Ale,,Cuauhtémoc,19.40962,-99.17733,Entire home/apt,4580,1,198,2024-12-24,2.86,6,306,61,
34042593,Habitación El faraón,161875634,Gabriel,,Álvaro Obregón,19.28354,-99.27731,Private room,550,1,1,2024-06-19,0.16,2,365,1,
34044098,Remodeled & Spacious Apmt in the heart of Mex City,23213280,Fernanda,,Benito Juárez,19.3925,-99.16234,Entire home/apt,3842,3,55,2024-11-12,0.80,1,256,12,
34045110,Nice Apartment at the best of Roma Condesa,77554260,Giselle,,Cuauhtémoc,19.41917,-99.16631,Entire home/apt,3500,2,6,2024-10-28,0.09,1,255,1,
34057222,"Loft in trendy ROMA, In a 100 years restored house",46584343,Marco A,,Cuauhtémoc,19.42551,-99.15764,Entire home/apt,849,1,277,2024-12-13,4.08,4,357,64,
34058357,"Loft, Agradable, Cómodo y Funcional",84325900,Luis Daniel,,Cuauhtémoc,19.45597,-99.13192,Entire home/apt,,7,4,2020-01-01,0.06,2,0,0,
34058544,"Apartment Reforma, Económic and great location.",175481721,Maria,,Cuauhtémoc,19.43385,-99.16767,Entire home/apt,693,2,69,2024-12-06,2.38,2,135,34,
34064206,"La Esperanza at La Condesa, Mexico City",30780773,Monica,,Cuauhtémoc,19.40745,-99.16908,Entire home/apt,1500,2,26,2024-03-31,0.38,3,271,3,
34066790,COZY 1 BEDROOM APARTMENT SANTA FE FURNISHED,18506696,Diana,,Álvaro Obregón,19.37422,-99.25301,Entire home/apt,1150,7,0,,,4,83,0,
34082897,En el corazón del Centro Histórico,197321589,Gris,,Cuauhtémoc,19.43861,-99.14034,Private room,394,4,147,2024-12-19,2.38,1,140,23,
34083868,La casa de Tona Dormitorio c/ 2 camas individuales,175923151,María Antonieta,,Cuauhtémoc,19.404077529907227,-99.1602554321289,Private room,715,1,43,2024-09-22,0.64,6,344,2,
34086345,Beautiful and quite room in Escandon,218093006,Yimis,,Miguel Hidalgo,19.40001,-99.17852,Private room,,3,8,2019-07-29,0.12,1,0,0,
34087629,Polanquito best location ever! the right place,177565023,Stephane,,Miguel Hidalgo,19.43217,-99.19726,Entire home/apt,2800,2,91,2024-02-08,1.33,3,262,3,
34088098,"Casa de Irma, para visitar la ciudad o De negocios",252133014,Ofelia,,Coyoacán,19.33608,-99.1344,Private room,750,3,11,2023-12-18,0.16,5,360,0,
34093463,Dream-studio Victoria. Cerca del 20 de Noviembre,152275303,Marco,,Benito Juárez,19.36861,-99.18702,Entire home/apt,700,2,84,2024-11-09,1.23,2,169,24,
34093642,Condesa - Beautiful & Large Artsy Apt,6106567,Andrea,,Cuauhtémoc,19.40561,-99.17038,Entire home/apt,,3,0,,,1,0,0,
34096353,Luminoso piso entre la UNAM y Coyoacan,257476560,Gina,,Coyoacán,19.3426,-99.18113,Entire home/apt,689,7,7,2024-12-06,0.12,1,302,3,
34116413,Cómoda habitación con vista Parque de los Venados,119155216,Sergio,,Benito Juárez,19.3698,-99.15086,Private room,,2,13,2024-12-16,0.19,1,88,4,
34123530,"DEPTO #302 ""FRENTE AL AEROPUERTO""",108589107,Ileana Karen,,Venustiano Carranza,19.43448,-99.08989,Entire home/apt,1000,1,151,2024-11-01,2.19,10,327,31,
34126306,Nice House 6 - 10 people  -  Bonita Casa,106769751,Evelyn,,Gustavo A. Madero,19.47195,-99.13227,Entire home/apt,1886,2,40,2022-02-28,0.58,1,40,0,
34127284,Classy warm decorated apartment.,257686655,Anabela,,Miguel Hidalgo,19.44265,-99.20223,Entire home/apt,2000,15,0,,,3,359,0,
34127465,"Sunny, spacious and warm apartment ready for you!",29295664,Jaqueline,,Benito Juárez,19.37493,-99.15215,Entire home/apt,1415,30,6,2020-03-02,0.10,1,56,0,
34135077,Modern & Luxurious Studio in Polanco/Granada,110634316,Abraham,,Miguel Hidalgo,19.44105,-99.19685,Entire home/apt,1427,1,112,2024-12-26,4.31,1,308,50,
34149331,Habitación ubicadísima nivel 1I -cama matrimonial,113570194,Veronica,,Benito Juárez,19.37237,-99.17617,Private room,410,3,46,2024-09-01,0.69,5,173,9,
34153691,Mexican Mod Architectural Jewel PH + Priv Terrace.,14811299,Kevin,,Cuauhtémoc,19.43421,-99.16192,Entire home/apt,2615,3,56,2024-11-29,0.81,1,2,2,
34156180,Gorgeous Apartment in Perfect Location in Roma Norte,216570629,Erika,,Cuauhtémoc,19.4131,-99.16497,Entire home/apt,2346,3,205,2024-12-07,2.98,1,90,32,
34157140,Villas Ixchel depto privado a 15min aeropuerto,253382745,Hypatia,,Venustiano Carranza,19.44412,-99.09111,Entire home/apt,714,1,195,2024-12-01,2.85,1,353,11,
34157614,Exclusive apartament in Roma Norte,82322722,Mariana,,Cuauhtémoc,19.41376,-99.16104,Entire home/apt,1517,2,66,2024-12-06,1.02,2,342,12,
34158207,"Estudio con baño ,cocineta y  terracita, Narvarte",70507707,Martha,,Benito Juárez,19.38921,-99.15634,Entire home/apt,331,3,135,2024-12-14,1.97,2,316,39,
34167957,Habitación en Colonia Actipan. CDM,256242715,Raul,,Benito Juárez,19.38007,-99.16697,Private room,,6,0,,,1,0,0,
34179495,Masaryk Reach • Tropical Flat in Heart of Polanco,7508019,Alina,,Miguel Hidalgo,19.43026,-99.19978,Entire home/apt,4744,1,304,2024-12-20,4.41,4,356,58,
34198075,Comodísimo apartamento con sala-comedor y recámara,215355956,Jaime,,Benito Juárez,19.38634,-99.15376,Entire home/apt,953,1,472,2024-12-20,6.88,1,163,102,
34203050,"Calidad de vida , todo es nuevo en el Dep",123940882,Gigi,,Cuajimalpa de Morelos,19.35596,-99.28782,Entire home/apt,3500,3,0,,,3,365,0,
34743566,Condesa 17 floor awesome apartment with views,172939912,Amelia,,Cuauhtémoc,19.41763,-99.17815,Entire home/apt,2695,2,93,2024-08-03,1.38,2,120,20,
34746739,CONFORTABLE DEPARTAMENTO EN EL CORAZON DE LA ROMA,125424042,Victor Manuel,,Cuauhtémoc,19.41656,-99.15641,Entire home/apt,,5,1,2019-11-19,0.02,1,0,0,
34747213,Loft Equipado,36138409,Leidy Juliana,,Benito Juárez,19.38259,-99.18243,Entire home/apt,,2,40,2024-02-01,0.66,10,0,1,
34749181,New Loft con deck en San José Insurgentes.,45478271,Mildred Sabine,,Benito Juárez,19.36636,-99.1868,Entire home/apt,1011,3,23,2024-11-03,0.36,5,329,1,
34749491,CUARTO AMUEBLADO VILLA COAPA,262063865,Israel,,Tlalpan,19.29054,-99.12384,Private room,,7,0,,,1,0,0,
34751156,Hermoso Departamento . Col. DEL VALLE,229299867,Maria Teresa,,Benito Juárez,19.38742,-99.16275,Entire home/apt,1500,7,1,2019-08-05,0.02,1,178,0,
34477625,2 Beds Near Frida Kahlo Museum -201,3919211,Víctor,,Coyoacán,19.35825,-99.16675,Entire home/apt,771,2,170,2024-11-25,2.49,42,83,35,
34477861,Nuevo y acogedor departamento al Sur de la Ciudad,31583631,Rodrigo,,Coyoacán,19.30336,-99.16893,Entire home/apt,1200,2,40,2022-11-23,0.59,3,0,0,
34478794,Recamara con todos los servicios cerca de santa Fe,260260568,Lourdes,,Álvaro Obregón,19.3554,-99.24593,Private room,450,1,45,2024-12-13,0.72,2,88,20,
34498607,Muy confortable,235888341,Marco Antonio,,Tlalpan,19.23451,-99.16221,Entire home/apt,,6,0,,,1,0,0,
34500180,Rento por dia semana o mes habitacion con baño,260392134,Ana Maria,,Álvaro Obregón,19.33917,-99.21618,Private room,,1,0,,,1,0,0,
34502334,"6A Mini loft privado, junto Archivo de la Nación",250548538,Ale,,Venustiano Carranza,19.44037,-99.11052,Entire home/apt,494,2,53,2024-12-01,0.77,3,355,6,
34506923,En la Roma,47065901,Xavi,,Cuauhtémoc,19.40668396169756,-99.16305744279664,Entire home/apt,950,2,0,,,1,264,0,
34531448,"Coyoacán Cozy, modern Loft, alberca y roof garden",102635407,Rosa Maria,,Coyoacán,19.35118,-99.1468,Entire home/apt,707,3,132,2024-12-03,1.93,1,356,37,
34544640,"Feel like home, super design and great location!",17869371,Monica,,Cuauhtémoc,19.431299209594727,-99.17176818847656,Private room,596,1,11,2023-06-30,0.48,1,158,0,
34546163,Beautiful & Cozy Apartment in Polanco Area,34037742,Gustavo,,Miguel Hidalgo,19.44059,-99.18867,Entire home/apt,1047,1,210,2024-12-16,3.07,12,340,39,
34550332,Red Room,221053986,Eugenia,,Álvaro Obregón,19.34643,-99.2553,Private room,,7,39,2024-01-15,0.59,4,149,2,
34550340,White Loft,221053986,Eugenia,,Álvaro Obregón,19.34734,-99.25424,Entire home/apt,390,1,46,2021-04-25,0.69,4,184,0,
34560655,Estudio entrada independiente # 1,260712825,Alejandro,,Tlalpan,19.29415,-99.16896,Private room,420,1,50,2024-02-23,0.79,7,3,4,
34560925,Habitación Estudio Entrada Independiente #7,260712825,Alejandro,,Tlalpan,19.29254,-99.16929,Private room,,1,53,2024-12-25,0.91,7,334,20,
34572242,Home at Condesa,15791350,Luis Eduardo,,Cuauhtémoc,19.41727,-99.17793,Entire home/apt,,10,29,2023-02-11,0.43,7,0,0,
34572322,Apartment in Centro Histórico,150319430,Paulina,,Cuauhtémoc,19.427408,-99.132339,Entire home/apt,,3,36,2024-02-22,0.56,2,0,4,
34575328,Alojamiento a minutos del Aeropuerto y Foro Sol,260273734,Tania Jovana,,Iztacalco,19.39978,-99.06766,Entire home/apt,979,1,175,2024-12-24,2.56,1,315,34,
34578706,ENCANTADOR DEPARTAMENTO EN COL. DEL VALLE,148419376,Jackie,,Benito Juárez,19.37617,-99.16839,Entire home/apt,959,2,102,2024-11-04,1.50,1,339,20,
34594539,"Departamento de madera de lujo, centro de Polanco",220958128,Nicolas,,Miguel Hidalgo,19.44394008885408,-99.20565532698363,Entire home/apt,1650,3,1,2024-11-15,0.68,7,364,1,
34602476,From Zero to Zen – Welcome to Air Lux in Lomas,2954577,Lazaro Alejandro,,Miguel Hidalgo,19.42676,-99.2241,Private room,1340,1,8,2024-08-23,0.12,3,356,2,
34602911,Apartamento Villas,75814518,Laura,,Tlalpan,19.30275,-99.17589,Entire home/apt,627,2,47,2024-12-21,0.69,1,19,35,
34604119,Habitación cerca World Trade Center y Pepsi Center,70376203,José Ramón,,Benito Juárez,19.39241,-99.17294,Private room,686,1,114,2024-12-21,2.48,1,363,41,
34606239,Habitación privada y segura No1,260066601,Isabel,,Cuajimalpa de Morelos,19.38945,-99.26256,Private room,500,1,48,2024-12-23,0.71,2,173,18,
34618359,"Depto #302 ""frente al aeropuerto""",108589107,Ileana Karen,,Venustiano Carranza,19.42804,-99.0926,Entire home/apt,1001,1,247,2024-12-08,3.69,10,327,53,
34621455,Executive Loft Apartment S3 ( Condesa Haus ),196253,Fernando,,Cuauhtémoc,19.41008,-99.17827,Hotel room,,1,1,2024-09-11,0.28,8,321,1,
34624659,Tranquilo gran apartamento en lo mejor de Polanco,94337970,Patricia,,Miguel Hidalgo,19.43589,-99.18502,Entire home/apt,,3,1,2019-05-17,0.01,1,0,0,
34645560,Petit Suite Near to International Airport,154613599,Lety,,Venustiano Carranza,19.41844,-99.09925,Entire home/apt,990,2,97,2024-12-16,1.42,1,175,10,
34647395,Departamento roma,141911207,Fabian,,Cuauhtémoc,19.41794,-99.15612,Entire home/apt,625,2,57,2024-12-07,0.89,1,223,18,
34650108,TU ESPACIO!,229289453,Rafael,,Benito Juárez,19.39511,-99.16001,Entire home/apt,494,2,79,2024-11-30,1.17,4,332,14,
34653324,Peke´s Place,89225259,Peke,,Álvaro Obregón,19.36389,-99.19793,Private room,380,3,0,,,1,362,0,
34675990,Recamara privada cerca de universidad ITAM,178267752,Graciela,,Álvaro Obregón,19.34227,-99.19867,Private room,350,3,2,2019-07-07,0.03,3,87,0,
34682554,Departamento remodelado,214330751,Ailath,,Cuauhtémoc,19.46085,-99.13891,Entire home/apt,,7,0,,,1,0,0,
34687025,Habitación bonita y céntrica,74848343,Efren,,Cuauhtémoc,19.44857,-99.16022,Private room,300,1,3,2019-10-31,0.04,4,0,0,
34688844,Blue Apartment (independiente),221053986,Eugenia,,Álvaro Obregón,19.3464,-99.25515,Entire home/apt,,3,30,2023-07-05,0.46,4,271,0,
34689663,La Trajinera,19927450,Luz,,Coyoacán,19.35401,-99.14897,Entire home/apt,,1,28,2020-03-16,0.43,8,0,0,
34690498,Unique loft w/parking and rooftop in La Roma,261686990,Adriana,,Cuauhtémoc,19.41613,-99.15409,Entire home/apt,1332,1,387,2024-12-14,5.70,1,222,47,
34710339,Beautiful private bdroom in magical apt in La Roma,19234273,María Luisa,,Cuauhtémoc,19.41955,-99.16596,Private room,4000,4,5,2022-04-27,0.08,3,179,0,
34719354,Unbelievably close to everything!!,18256545,Diana,,Miguel Hidalgo,19.41089,-99.18735,Private room,430,1,27,2024-11-21,0.40,2,310,15,
34725382,Padrisimo Departamento Amplio Súper Bien Ubicado!!,260031411,Lilly,,Cuauhtémoc,19.42855,-99.156,Entire home/apt,1380,180,0,,,1,365,0,
34739404,Las Vistas del Valle,120949618,Lorena,,Benito Juárez,19.3932,-99.1617,Entire home/apt,1000,1,98,2024-11-05,1.47,1,320,15,
34740045,Brand new and modern loft with great location,239812412,Tere Erandine,,Benito Juárez,19.36996,-99.18777,Hotel room,,1,1,2023-10-30,0.07,5,364,0,
34741604,Alojamiento cercano al metro Tláhuac #5,130637079,Marcos Sergio,,Tláhuac,19.287,-99.00207,Entire home/apt,270,1,40,2024-06-02,0.59,3,351,2,
35125878,Departamentos con Preciosa Vista - París 10,1364085,David,,Cuauhtémoc,19.43377,-99.1575,Entire home/apt,1000,15,12,2022-06-26,0.18,16,365,0,
35127781,"Comfortable room, terrace & kitchen in Roma Sur.",264569278,Nuria & Magú,,Cuauhtémoc,19.40844,-99.1603,Entire home/apt,639,3,71,2024-12-20,1.06,1,187,21,
35128368,EL SOL — Huge Apartment in the Heart of Roma Norte,264595085,Alex,,Cuauhtémoc,19.41755,-99.16329,Entire home/apt,,2,5,2020-01-03,0.08,1,0,0,
35129182,"New, top located appartment with private rooftop",25160583,Nicolas,,Cuauhtémoc,19.43907,-99.16519,Entire home/apt,,3,36,2024-04-09,0.53,1,0,8,
35129259,Habitación ideal estudiantes y médicos residentes,126116494,Amadeo,,Tlalpan,19.30083,-99.13141,Private room,,30,0,,,1,0,0,
35129639,Apartamento céntrico en la CDMX,264606473,Elena,,Álvaro Obregón,19.36429,-99.19333,Entire home/apt,,1,27,2020-10-02,0.40,1,0,0,
35129666,Acogedor Mini Loft muy bien ubicado en zona centro,162472626,Angeles,,Cuauhtémoc,19.43944,-99.15347,Private room,436,2,156,2024-11-28,2.30,4,20,29,
35130366,Cómodo y tranquilo,20074257,Sofía,,Benito Juárez,19.40108,-99.14757,Entire home/apt,1050,1,42,2024-12-10,0.64,2,149,12,
35132578,Habitación en 2 nivel con escaleras,131061883,Lorena,,Tlalpan,19.29425,-99.14501,Private room,600,1,125,2024-11-28,1.85,3,359,9,
35132607,Suite NY cocina/baño y entrada indep al sur DF,62178689,Rocio,,Coyoacán,19.31016,-99.11393,Entire home/apt,618,1,199,2024-12-14,2.93,11,153,34,
35149142,"Confortable y céntrico  espacio, cerca de Polanco",53324057,Clara,,Miguel Hidalgo,19.4407,-99.19021,Entire home/apt,980,28,21,2024-12-24,0.31,1,94,2,
35152732,Mascota 30 lugar único y silencioso en el centro,3006126,Karla,,Cuauhtémoc,19.42659,-99.1525,Private room,2831,1,0,,,2,179,0,
35154909,Perfect for Remote Work close to El Angel& Reforma,1795374,Miguel Angel & Romy,,Cuauhtémoc,19.42828,-99.1693,Entire home/apt,1719,5,83,2024-12-09,1.25,3,360,12,
35156461,El Nido,50786360,Araceli,,Azcapotzalco,19.46424,-99.15792,Entire home/apt,1719,1,0,,,1,329,0,
35156997,"Habitación en Coyoacán, 35% de descuento por mes",260678088,Maria,,Coyoacán,19.314,-99.1222,Private room,399,1,28,2023-01-03,0.42,1,111,0,
35157156,"Habitación ,cerca de Universidad UNAM e ITAM",178267752,Graciela,,Álvaro Obregón,19.34047,-99.19946,Private room,300,3,4,2023-08-23,0.06,3,176,0,
35157753,Recamara cerca de Universidad ITAM y UNAM,178267752,Graciela,,Álvaro Obregón,19.34089,-99.19857,Entire home/apt,350,3,3,2023-01-18,0.04,3,87,0,
35161077,Cómodo alojamiento en el sur de la ciudad,264802819,José Edgar Germán,,Xochimilco,19.2753,-99.12341,Private room,,2,4,2020-01-24,0.06,1,0,0,
35162311,Basic flat at la Condesa,21941749,Karla,,Cuauhtémoc,19.41402,-99.1686,Entire home/apt,,3,26,2024-10-03,0.39,6,3,4,
35163047,Acogedora casita con jardín.,264820102,Amaranta,,Benito Juárez,19.38477,-99.14423,Entire home/apt,,1,8,2023-09-01,0.12,2,0,0,
35163913,Departamento Premium  Roof Garden en Escandón,202364330,Jorge,,Miguel Hidalgo,19.40192,-99.1828,Entire home/apt,900,1,293,2024-12-11,4.38,6,80,36,
35165380,"Habitación Golondrina 
Master bedroom",121414463,Penney,,Cuauhtémoc,19.41941,-99.17517,Private room,1200,2,0,,,4,360,0,
35165580,"Excelente vista, piscina y a 15 min de Polanco",61586482,Hugo,,Azcapotzalco,19.46466,-99.15951,Entire home/apt,,2,85,2021-11-07,1.26,1,0,0,
35165822,Living in La Condesa 2BR Cozy Flat,1508801,Irma,,Cuauhtémoc,19.41164,-99.17477,Entire home/apt,1221,2,64,2024-12-19,0.95,2,14,13,
35196533,"Great Boutique Apartment, Polanco District",267983259,Marco,,Miguel Hidalgo,19.44359,-99.20644,Entire home/apt,1314,2,38,2023-07-15,0.56,8,207,0,
35204370,Heart of Condesa: between Mexico and Spain Parks,333035396,Clau,,Cuauhtémoc,19.411642,-99.173584,Entire home/apt,1556,1,202,2024-12-07,2.99,183,325,12,
35226780,Portales Sur Coyoacan,142650467,Gabriela,,Benito Juárez,19.35852,-99.14164,Entire home/apt,1000,2,265,2024-12-19,3.96,2,347,49,
35231761,Stunning Apt at the Heart of Polanco,267983259,Marco,,Miguel Hidalgo,19.44354,-99.20801,Entire home/apt,1314,2,15,2024-11-04,0.23,8,358,3,
35231763,Cozy Studio in Polanco District,267983259,Marco,,Miguel Hidalgo,19.44543,-99.20708,Entire home/apt,1112,2,13,2022-11-26,0.20,8,0,0,
35237493,"Cozy loft in Coyoacan, walkable to Frida’s museum",4274771,Abigail,,Coyoacán,19.35771,-99.15667,Entire home/apt,1112,3,98,2024-12-12,1.45,1,130,20,
35237596,"Ideal para conciertos, F1, FE, Beis y vacacionar",265033621,Luis Alonso,,Venustiano Carranza,19.41201,-99.09339,Private room,569,1,145,2024-12-16,2.27,1,166,40,
35256381,Beautiful Suite Nuevo Polanco,267983259,Marco,,Miguel Hidalgo,19.44399,-99.20655,Entire home/apt,1112,1,53,2024-11-03,0.80,8,278,11,
35258577,Cozy apartment in La ROMA,63168614,Andrea,,Cuauhtémoc,19.40119,-99.16916,Entire home/apt,,1,24,2021-11-04,0.36,1,364,0,
35261288,COLORES DE LA CONDESA,265454205,Victor,,Cuauhtémoc,19.41166,-99.17268,Entire home/apt,1473,1,351,2024-12-26,5.18,1,306,60,
35284764,Roma  Condesa  GREAT  Apartment,28090452,Fabiola,,Cuauhtémoc,19.4214,-99.17336,Private room,480,1,112,2024-12-07,2.25,12,353,23,
35287183,Recámara ejecutiva cerca del WTC,255436995,Rosa,,Benito Juárez,19.39572,-99.17632,Private room,620,1,17,2024-09-12,0.25,2,145,15,
35288926,Cozy apartment at Roma neighborhood,134294169,Rodrigo,,Cuauhtémoc,19.40445,-99.16054,Entire home/apt,611,1,194,2024-12-01,2.87,8,247,53,
35289295,Habitación en Roma Norte. Cerca de Jardin Pushkin.,93030183,Sofia,,Cuauhtémoc,19.42329,-99.1551,Private room,1500,3,9,2022-11-04,0.13,1,119,0,
35302200,En un lindo pueblito a 20 minutos de Xochimilco .,228126920,Elisenda,,Xochimilco,19.25852,-99.12932,Private room,200,3,0,,,1,365,0,
35307643,Hermoso lugar relajado dentro de la ciudad,193210694,Sara,,Venustiano Carranza,19.40861,-99.12561,Private room,,2,203,2024-02-25,3.05,1,30,1,
35313379,Departamento nuevo en San Ángel.,265873636,Silvia,,Álvaro Obregón,19.34158,-99.19062,Entire home/apt,,180,0,,,1,0,0,
35321705,Casa de Irma para visitar la ciudad o de negocios.,252133014,Ofelia,,Coyoacán,19.33605,-99.13446,Private room,,7,8,2024-08-24,0.12,5,330,1,
35343471,Habitación Privada en condominio Agatha San Angel.,206251954,Emmanuel,,Álvaro Obregón,19.3431,-99.19033,Private room,,2,49,2021-11-07,0.73,1,0,0,
35343654,Habitación en zona Reforma.,266086414,Karolina,,Miguel Hidalgo,19.43167,-99.17354,Private room,790,1,23,2024-12-08,0.35,3,176,6,
34752655,Departamento en zona bonita y tranquila.,241574115,Eric,,Coyoacán,19.34578,-99.13443,Entire home/apt,690,4,70,2024-12-15,1.04,1,11,15,
34754192,Departamento acogedor en el corazón de la CDMX,150651184,Alexis,,Cuauhtémoc,19.44434,-99.14102,Entire home/apt,647,5,133,2024-12-06,1.96,1,149,21,
34754704,Loft in the heart of Mexico city,63146908,Cecilia,,Cuauhtémoc,19.42857,-99.16928,Entire home/apt,750,2,163,2024-12-22,3.59,1,317,59,
34757705,紧邻墨西哥国际机场 Hab privada cerca del foro sol,173504271,Damaris,,Iztacalco,19.39776,-99.09583,Private room,1400,1,41,2022-03-31,0.60,3,81,0,
34777724,Loft para Ejecutivos / planta baja /vigilancia,123798862,Jessica,,Benito Juárez,19.38366,-99.17156,Private room,620,1,123,2024-12-22,3.71,1,353,68,
34785187,"Recámara independiente, tipo hotel, súper ubicada",189604483,Elsa,,Coyoacán,19.34136,-99.18455,Private room,470,5,9,2024-11-09,0.25,6,151,4,
34785560,COMODA HABITACION PARA MEDICOS RESIDENTES,20456562,Sergio,,Tlalpan,19.29558,-99.16712,Private room,400,1,2,2022-12-11,0.04,4,365,0,
34788158,"Hospedaje cerca de Ciudad Universitaria UNAM,",262308077,Yolanda,,Coyoacán,19.32037,-99.1552,Private room,,1,0,,,1,0,0,
34789436,"SAN PETER WTC: Armónico, limpio y sanitizado.",262318731,Alexander,,Benito Juárez,19.39112,-99.1852,Entire home/apt,990,2,97,2023-01-01,1.42,1,174,0,
34811258,Casa Boho – Unique Apartment in Historic Building,12083317,Stephan,,Cuauhtémoc,19.43089,-99.14455,Entire home/apt,1613,1,280,2024-12-13,4.17,2,226,49,
34814520,La casa del Jardín,242545805,Roberto,,Coyoacán,19.34894,-99.16401,Entire home/apt,1850,2,159,2024-12-17,2.37,3,206,37,
34814755,Habitación  PECES. La casa de las mariposas,206535488,Nora,,Xochimilco,19.25604,-99.12964,Private room,200,1,0,,,3,134,0,
34816228,Habitación LIEBRE. La casa de las mariposas,206535488,Nora,,Xochimilco,19.25566,-99.12893,Private room,233,1,0,,,3,319,0,
34818084,Increíble Penthouse,91265490,HOMi,,Cuauhtémoc,19.43176,-99.16798,Entire home/apt,2800,1,144,2024-11-04,2.11,109,0,35,
34819073,Increíble Penthouse,91265490,HOMi,,Cuauhtémoc,19.43336,-99.1684,Entire home/apt,2271,1,294,2024-12-15,4.33,109,350,90,
34820954,Lindo alojamiento economico cerca de hospital,262475356,Isamar,,Iztapalapa,19.3379,-98.9777,Private room,,1,0,,,1,0,0,
34839612,Bonita habitación en Narvarte Poniente.,22385847,Yuri,,Benito Juárez,19.39157,-99.15583,Private room,420,7,29,2024-11-16,0.45,1,81,6,
34840332,SAN MIGUEL CHAPULTEPEC,228158541,Gabino,,Miguel Hidalgo,19.41181,-99.1849,Private room,750,1,2,2023-10-29,0.08,1,88,0,
34842260,Comfortable duplex in the heart of Condesa,262672604,Fran,,Cuauhtémoc,19.40849,-99.17329,Entire home/apt,3000,4,101,2024-09-25,1.51,1,32,6,
34860772,Habitación Azteca,231841797,Victor Miguel,,Miguel Hidalgo,19.42474,-99.22234,Private room,550,1,86,2024-12-05,1.75,4,365,14,
34862416,"BE GRAND - Polanco - New (2Br) Spa, Pool & Gym",252006046,Alfredo,,Miguel Hidalgo,19.43922382693544,-99.18113819729072,Entire home/apt,1919,1,89,2024-12-26,1.33,4,337,19,
34864302,Frida 1,262838792,Rocio,,Benito Juárez,19.3986,-99.17378,Private room,,1,100,2021-11-16,1.47,2,0,0,
34865635,Frida 2,262838792,Rocio,,Miguel Hidalgo,19.39918,-99.17397,Private room,,1,61,2022-10-29,0.89,2,0,0,
34865886,Rinconcito de amor en el centro de la ciudad,262851215,Amada Maricela,,Cuauhtémoc,19.45152,-99.12541,Entire home/apt,590,3,55,2024-11-18,0.82,1,364,9,
34866594,Amazing apt at Reforma’s heart w/ terrace,257242709,Ana Cecilia,,Cuauhtémoc,19.42455,-99.16682,Entire home/apt,2011,2,75,2024-12-01,1.11,2,265,13,
34870284,Private & Comfy Bedroom in Downtown Mexico City,141919540,Ana Jazmin,,Cuauhtémoc,19.4384,-99.15189,Private room,385,2,176,2024-12-23,2.58,3,246,42,
34888529,Tlalpan Rent,258837801,Pedro,,Tlalpan,19.28572,-99.17613,Private room,650,1,6,2023-10-28,0.10,2,90,0,
34892932,Amplio y cómodo departamento a  pasos del centro.,241770401,Oscar,,Cuauhtémoc,19.43772,-99.14828,Entire home/apt,1050,2,167,2024-12-25,2.47,1,150,35,
34894333,Céntrico departament México city,106186128,Ingrid,,Gustavo A. Madero,19.46627,-99.13891,Entire home/apt,953,1,481,2024-12-24,7.09,12,355,83,
